REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2015-08-01,154.61151,136.13622,127.03283,139.02594,140.44052,131.8646,156.02559,133.05902,126.323616
2015-09-01,155.71916,137.61528,126.982414,139.81342,141.26244,131.41415,158.25171,134.3762,123.006905
2015-10-01,155.63016,137.41138,125.76964,139.43529,140.91484,131.24336,156.22612,133.94469,121.03762
2015-11-01,156.64589,137.98003,126.306526,140.54927,141.18701,132.80145,156.92387,133.65926,125.29809
2015-12-01,156.66383,137.5527,125.703125,140.06833,140.54439,132.80536,156.10634,133.55196,126.63742
2016-01-01,156.99915,137.13934,126.3698,139.86877,141.21866,132.8941,156.64978,134.11542,130.04466
2016-02-01,156.22089,138.75511,127.74813,141.16267,142.61061,133.48274,156.57285,135.15982,130.81697
2016-03-01,156.01796,139.53796,128.08139,141.14513,142.49487,132.87434,157.44456,135.93318,130.91528
2016-04-01,158.24179,139.71071,128.89752,142.16362,143.35948,132.82664,157.56729,136.36678,130.16045
2016-05-01,157.65633,138.62946,128.5459,141.308,143.02193,133.34535,157.94017,135.16455,129.68126
2016-06-01,156.86191,139.11159,129.30377,141.279,142.76064,133.46022,156.85182,135.90866,131.8295
2016-07-01,157.13165,138.76404,130.69464,141.23381,142.62845,134.60101,156.95116,135.15459,132.08104
2016-08-01,157.49345,139.59946,130.32191,141.5896,142.8939,133.66011,157.48848,136.47002,129.99078
2016-09-01,158.26562,140.4312,129.96707,142.57358,143.28766,132.93092,158.54431,136.37096,124.15619
2016-10-01,158.16783,140.96332,130.22256,143.07756,143.84477,133.03258,157.53384,136.56244,124.571884
2016-11-01,158.23232,141.80034,129.67113,144.09422,145.16835,134.87274,156.6904,136.7884,128.43346
2016-12-01,158.67024,142.13889,130.52411,143.52484,144.13654,135.75528,158.66756,136.94254,132.64615
2017-01-01,159.67668,141.83185,129.52933,144.96033,145.46838,135.29529,159.06378,137.57384,133.92094
