REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2017-08-01,153.0734100341797,133.21597290039062,134.40635681152344,144.7982940673828,145.22042846679688,140.2060546875,162.37606811523438,135.51516723632812,136.11538696289062
2017-09-01,152.67584228515625,134.49168395996094,135.64776611328125,144.3633575439453,144.1669921875,137.39248657226562,166.87185668945312,136.03900146484375,129.7743377685547
2017-10-01,154.45962524414062,133.31126403808594,135.10427856445312,142.9381561279297,144.0491943359375,137.11166381835938,166.93603515625,135.4170379638672,130.35220336914062
2017-11-01,153.67547607421875,133.64781188964844,134.17630004882812,144.44918823242188,145.69357299804688,139.88314819335938,169.35928344726562,134.968505859375,141.55120849609375
2017-12-01,152.29928588867188,134.0231170654297,136.24749755859375,143.97189331054688,145.24468994140625,141.84561157226562,169.0093231201172,133.9732208251953,143.93673706054688
2018-01-01,153.98095703125,132.93157958984375,135.77774047851562,146.18222045898438,147.04754638671875,145.54165649414062,171.71290588378906,136.56651306152344,146.32069396972656
2018-02-01,153.94036865234375,134.46868896484375,138.8351593017578,145.19586181640625,147.6088104248047,145.288818359375,173.26600646972656,136.71551513671875,145.5524139404297
2018-03-01,151.69869995117188,134.84283447265625,137.40155029296875,147.5374755859375,149.68621826171875,142.87783813476562,175.5118865966797,136.76153564453125,144.13458251953125
2018-04-01,156.39305114746094,134.3279571533203,138.27725219726562,146.62429809570312,145.49615478515625,144.06463623046875,175.5325927734375,137.5447998046875,143.02127075195312
2018-05-01,152.00881958007812,135.10830688476562,140.11813354492188,146.9384307861328,147.40652465820312,146.69381713867188,176.23385620117188,137.806884765625,143.21885681152344
2018-06-01,152.45089721679688,132.44386291503906,140.34413146972656,145.53131103515625,149.4609375,147.5384063720703,178.09432983398438,135.79685974121094,146.8973846435547
2018-07-01,152.3299102783203,134.11947631835938,140.19610595703125,146.82785034179688,149.9943389892578,148.009521484375,179.0506591796875,136.3636016845703,145.54861450195312
2018-08-01,153.60882568359375,132.8484649658203,140.71620178222656,145.61911010742188,150.4598388671875,144.98941040039062,178.7348175048828,137.50100708007812,138.31658935546875
2018-09-01,152.90151977539062,134.0001220703125,140.13189697265625,147.47097778320312,146.70774841308594,142.59005737304688,180.4281005859375,135.8343505859375,130.82760620117188
2018-10-01,152.6599578857422,133.00875854492188,139.5472412109375,148.01559448242188,148.07827758789062,141.53347778320312,178.39877319335938,135.82498168945312,130.60140991210938
2018-11-01,151.85641479492188,134.70639038085938,141.16592407226562,147.40469360351562,150.3316650390625,142.12808227539062,180.873779296875,136.37289428710938,138.70758056640625
2018-12-01,153.60260009765625,133.26805114746094,138.6978759765625,148.41665649414062,148.71340942382812,144.40023803710938,179.99557495117188,134.9657440185547,142.9918670654297
2019-01-01,152.6827392578125,133.9077911376953,141.70196533203125,148.07861328125,151.70819091796875,148.08145141601562,180.54608154296875,137.4412384033203,146.48291015625
