,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-08-31,156.18658673231207,154.17708502867382,156.8051815845911,156.18658673231207,156.18658673231207,-0.6555950298704991,-0.6555950298704991,-0.6555950298704991,-0.6555950298704991,-0.6555950298704991,-0.6555950298704991,0.0,0.0,0.0,155.53099170244155
1,2021-09-30,156.41727058062625,154.13357296398462,156.73908732570814,156.41727058062625,156.41727058062625,-1.0257445350594914,-1.0257445350594914,-1.0257445350594914,-1.0257445350594914,-1.0257445350594914,-1.0257445350594914,0.0,0.0,0.0,155.39152604556676
2,2021-10-31,156.6556438905509,154.80994775687816,157.40609548965836,156.6556438905509,156.6556438905509,-0.5356100617427846,-0.5356100617427846,-0.5356100617427846,-0.5356100617427846,-0.5356100617427846,-0.5356100617427846,0.0,0.0,0.0,156.12003382880812
3,2021-11-30,156.8863277388651,155.26713923781077,157.89069002265018,156.8827243930526,156.88655474623764,-0.31879113485442434,-0.31879113485442434,-0.31879113485442434,-0.31879113485442434,-0.31879113485442434,-0.31879113485442434,0.0,0.0,0.0,156.56753660401068
4,2021-12-31,157.12470104878975,156.4780714014752,159.16777152606076,157.11181571846333,157.12969841559448,0.6174733605780992,0.6174733605780992,0.6174733605780992,0.6174733605780992,0.6174733605780992,0.6174733605780992,0.0,0.0,0.0,157.74217440936783
5,2022-01-31,157.3630743587144,156.0720654818051,158.70591791722933,157.33347852958562,157.38033485709104,-0.0393714983502679,-0.0393714983502679,-0.0393714983502679,-0.0393714983502679,-0.0393714983502679,-0.0393714983502679,0.0,0.0,0.0,157.32370286036414
6,2022-02-28,157.57837928380764,156.7933973994172,159.41776053370083,157.53411810831864,157.60804180829115,0.5157675069556475,0.5157675069556475,0.5157675069556475,0.5157675069556475,0.5157675069556475,0.5157675069556475,0.0,0.0,0.0,158.0941467907633
7,2022-03-31,157.8167525937323,156.69200449058476,159.27782285585994,157.75395224638712,157.85505803955033,0.12097028707618507,0.12097028707618507,0.12097028707618507,0.12097028707618507,0.12097028707618507,0.12097028707618507,0.0,0.0,0.0,157.93772288080848
8,2022-04-30,158.0474364420465,157.12632530324157,159.77068141192686,157.9624581925493,158.1113264237954,0.34802639993264745,0.34802639993264745,0.34802639993264745,0.34802639993264745,0.34802639993264745,0.34802639993264745,0.0,0.0,0.0,158.39546284197914
9,2022-05-31,158.28580975197113,157.8143628548221,160.4178135969565,158.1783834424186,158.36404156822985,0.8799680180300651,0.8799680180300651,0.8799680180300651,0.8799680180300651,0.8799680180300651,0.8799680180300651,0.0,0.0,0.0,159.1657777700012
10,2022-06-30,158.51649360028532,157.89255047258322,160.62377549286944,158.38902844426192,158.61200647795494,0.7200108880108994,0.7200108880108994,0.7200108880108994,0.7200108880108994,0.7200108880108994,0.7200108880108994,0.0,0.0,0.0,159.23650448829622
11,2022-07-31,158.75486691020998,157.36330019441624,159.9591559748234,158.59614095227005,158.87448382459885,-0.05847799776410739,-0.05847799776410739,-0.05847799776410739,-0.05847799776410739,-0.05847799776410739,-0.05847799776410739,0.0,0.0,0.0,158.69638891244588
12,2022-08-31,158.99324022013465,157.0707968990664,159.74373254431202,158.80480900916857,159.13700972898383,-0.6165998138007749,-0.6165998138007749,-0.6165998138007749,-0.6165998138007749,-0.6165998138007749,-0.6165998138007749,0.0,0.0,0.0,158.37664040633388
13,2022-09-30,159.22392406844884,156.7442284559779,159.49390743036977,158.9997105353379,159.40337205058336,-1.0414038163702763,-1.0414038163702763,-1.0414038163702763,-1.0414038163702763,-1.0414038163702763,-1.0414038163702763,0.0,0.0,0.0,158.18252025207858
14,2022-10-31,159.4622973783735,157.5771182021419,160.25153484572363,159.2066021473139,159.6717806309897,-0.5591865440121648,-0.5591865440121648,-0.5591865440121648,-0.5591865440121648,-0.5591865440121648,-0.5591865440121648,0.0,0.0,0.0,158.90311083436134
15,2022-11-30,159.69298122668766,158.09611352884855,160.81472004360836,159.4074010920833,159.9231479498043,-0.29924037942462295,-0.29924037942462295,-0.29924037942462295,-0.29924037942462295,-0.29924037942462295,-0.29924037942462295,0.0,0.0,0.0,159.39374084726305
16,2022-12-31,159.93135453661233,159.19563542833416,162.002554532725,159.61428010167523,160.1867539141488,0.6942629677701873,0.6942629677701873,0.6942629677701873,0.6942629677701873,0.6942629677701873,0.6942629677701873,0.0,0.0,0.0,160.62561750438252
17,2023-01-31,160.169727846537,158.64929826743875,161.39243379491884,159.81541991838756,160.45255470054798,-0.15901940194087735,-0.15901940194087735,-0.15901940194087735,-0.15901940194087735,-0.15901940194087735,-0.15901940194087735,0.0,0.0,0.0,160.01070844459613
