,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-08-31,139.36223764004666,138.33354306736013,141.290811172161,139.36223764004666,139.36223764004666,0.4472580539816655,0.4472580539816655,0.4472580539816655,0.4472580539816655,0.4472580539816655,0.4472580539816655,0.0,0.0,0.0,139.80949569402833
1,2021-09-30,139.4566006335441,137.75964171103502,140.79953325550642,139.4566006335441,139.4566006335441,-0.19816649689950147,-0.19816649689950147,-0.19816649689950147,-0.19816649689950147,-0.19816649689950147,-0.19816649689950147,0.0,0.0,0.0,139.2584341366446
2,2021-10-31,139.55410906015814,137.07261954276368,140.07087771043348,139.55410906015814,139.55410906015814,-0.979733235876874,-0.979733235876874,-0.979733235876874,-0.979733235876874,-0.979733235876874,-0.979733235876874,0.0,0.0,0.0,138.57437582428128
3,2021-11-30,139.64847205365558,136.61882480824994,139.7099022860656,139.64839078695246,139.64847205365558,-1.4212717432729844,-1.4212717432729844,-1.4212717432729844,-1.4212717432729844,-1.4212717432729844,-1.4212717432729844,0.0,0.0,0.0,138.22720031038259
4,2021-12-31,139.74598048026962,138.7373564521364,141.65064733737742,139.72061845818757,139.7525888108579,0.4179572884637355,0.4179572884637355,0.4179572884637355,0.4179572884637355,0.4179572884637355,0.4179572884637355,0.0,0.0,0.0,140.16393776873335
5,2022-01-31,139.84348890688364,138.57276387719708,141.6351617623854,139.7897828234349,139.87632292886386,0.21107217378214851,0.21107217378214851,0.21107217378214851,0.21107217378214851,0.21107217378214851,0.21107217378214851,0.0,0.0,0.0,140.0545610806658
6,2022-02-28,139.93156103414796,139.5774729141,142.73440807210005,139.8381358788676,140.00526509162415,1.184033477506791,1.184033477506791,1.184033477506791,1.184033477506791,1.184033477506791,1.184033477506791,0.0,0.0,0.0,141.11559451165476
7,2022-03-31,140.02906946076197,138.76534259175557,141.85952494123302,139.89303482212142,140.147787182001,0.3929191628245944,0.3929191628245944,0.3929191628245944,0.3929191628245944,0.3929191628245944,0.3929191628245944,0.0,0.0,0.0,140.42198862358657
8,2022-04-30,140.12343245425944,138.72436515848406,141.81715308777567,139.9468890564141,140.28298477529134,0.07796780389779488,0.07796780389779488,0.07796780389779488,0.07796780389779488,0.07796780389779488,0.07796780389779488,0.0,0.0,0.0,140.20140025815724
9,2022-05-31,140.22094088087348,138.89552289991707,142.0632687655621,139.99105575139137,140.46285131550178,0.20382547289348432,0.20382547289348432,0.20382547289348432,0.20382547289348432,0.20382547289348432,0.20382547289348432,0.0,0.0,0.0,140.42476635376696
10,2022-06-30,140.31530387437093,138.40302222357386,141.7381117948269,140.02989174294524,140.59864276586802,-0.2986689083538883,-0.2986689083538883,-0.2986689083538883,-0.2986689083538883,-0.2986689083538883,-0.2986689083538883,0.0,0.0,0.0,140.01663496601705
11,2022-07-31,140.41281230098497,139.20583793056292,142.3896424801928,140.06423026377718,140.78035560327774,0.26915377679044683,0.26915377679044683,0.26915377679044683,0.26915377679044683,0.26915377679044683,0.26915377679044683,0.0,0.0,0.0,140.68196607777543
12,2022-08-31,140.510320727599,139.46014547564658,142.71203695462603,140.10526318913202,140.9459222971111,0.5888997189363795,0.5888997189363795,0.5888997189363795,0.5888997189363795,0.5888997189363795,0.5888997189363795,0.0,0.0,0.0,141.09922044653538
13,2022-09-30,140.60468372109645,138.8295917390252,142.12016329088345,140.11795534051163,141.1088823245559,-0.173225028018829,-0.173225028018829,-0.173225028018829,-0.173225028018829,-0.173225028018829,-0.173225028018829,0.0,0.0,0.0,140.43145869307762
14,2022-10-31,140.70219214771052,137.85419195543187,141.29235887758853,140.14481015912608,141.28189318499543,-1.1202703618727732,-1.1202703618727732,-1.1202703618727732,-1.1202703618727732,-1.1202703618727732,-1.1202703618727732,0.0,0.0,0.0,139.58192178583775
15,2022-11-30,140.79655514120796,137.70902585777344,141.28567648380394,140.17029962916845,141.48728644445202,-1.4301756122084899,-1.4301756122084899,-1.4301756122084899,-1.4301756122084899,-1.4301756122084899,-1.4301756122084899,0.0,0.0,0.0,139.36637952899946
16,2022-12-31,140.894063567822,139.5722907492714,143.20795086263612,140.20161356612363,141.65645558820742,0.4723437174756156,0.4723437174756156,0.4723437174756156,0.4723437174756156,0.4723437174756156,0.4723437174756156,0.0,0.0,0.0,141.3664072852976
17,2023-01-31,140.99157199443601,139.4266694111828,142.95856753403197,140.18491786919782,141.84687567632756,0.1429342757844316,0.1429342757844316,0.1429342757844316,0.1429342757844316,0.1429342757844316,0.1429342757844316,0.0,0.0,0.0,141.13450627022044
