,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-08-31,159.16243021388004,143.3471855627204,156.5495089710629,159.16243021388004,159.16243021388004,-9.350122484788027,-9.350122484788027,-9.350122484788027,-9.350122484788027,-9.350122484788027,-9.350122484788027,0.0,0.0,0.0,149.81230772909203
1,2021-09-30,159.5730182445718,144.05703605966212,157.89153386759392,159.5730182445718,159.5730182445718,-8.735853387215899,-8.735853387215899,-8.735853387215899,-8.735853387215899,-8.735853387215899,-8.735853387215899,0.0,0.0,0.0,150.8371648573559
2,2021-10-31,159.99729254295335,150.74432175312458,164.43413899720727,159.99729254295335,159.99729254295335,-2.4920270195722862,-2.4920270195722862,-2.4920270195722862,-2.4920270195722862,-2.4920270195722862,-2.4920270195722862,0.0,0.0,0.0,157.50526552338107
3,2021-11-30,160.40788057364514,154.7969700577146,168.19982741825328,160.40409281017358,160.40981890376528,1.1775970838928107,1.1775970838928107,1.1775970838928107,1.1775970838928107,1.1775970838928107,1.1775970838928107,0.0,0.0,0.0,161.58547765753795
4,2021-12-31,160.83215487202668,160.01919727240596,173.97917008346525,160.81787818464247,160.8493043113695,6.2511544847727185,6.2511544847727185,6.2511544847727185,6.2511544847727185,6.2511544847727185,6.2511544847727185,0.0,0.0,0.0,167.0833093567994
5,2022-01-31,161.25642917040818,155.1845675356611,168.51915496822366,161.2275774448662,161.29151007703965,0.5419360429324785,0.5419360429324785,0.5419360429324785,0.5419360429324785,0.5419360429324785,0.5419360429324785,0.0,0.0,0.0,161.79836521334067
6,2022-02-28,161.63964466572048,161.2089329226052,174.06357129383522,161.60134849856092,161.69625775322461,5.722274118320699,5.722274118320699,5.722274118320699,5.722274118320699,5.722274118320699,5.722274118320699,0.0,0.0,0.0,167.3619187840412
7,2022-03-31,162.06391896410202,158.00553277083475,171.9594885836892,162.0099878400021,162.14413358110997,3.0879639728075365,3.0879639728075365,3.0879639728075365,3.0879639728075365,3.0879639728075365,3.0879639728075365,0.0,0.0,0.0,165.15188293690954
8,2022-04-30,162.47450699479384,158.86917550746892,172.4213429501639,162.3961242959282,162.57646778343593,3.0326309014638215,3.0326309014638215,3.0326309014638215,3.0326309014638215,3.0326309014638215,3.0326309014638215,0.0,0.0,0.0,165.50713789625766
9,2022-05-31,162.89878129317535,164.53189879714267,178.0558819539114,162.79790178036967,163.02758861147132,8.29951061032081,8.29951061032081,8.29951061032081,8.29951061032081,8.29951061032081,8.29951061032081,0.0,0.0,0.0,171.19829190349617
10,2022-06-30,163.3093693238671,161.5365969402371,175.19118210440038,163.18333684659402,163.46069876001528,5.045570013779581,5.045570013779581,5.045570013779581,5.045570013779581,5.045570013779581,5.045570013779581,0.0,0.0,0.0,168.35493933764667
11,2022-07-31,163.73364362224865,151.0572553304108,164.53007599983775,163.58551837298734,163.91524688757264,-6.186263166620161,-6.186263166620161,-6.186263166620161,-6.186263166620161,-6.186263166620161,-6.186263166620161,0.0,0.0,0.0,157.54738045562848
12,2022-08-31,164.15791792063015,147.73744463515467,161.35325850498924,163.98393142494155,164.3659983638676,-9.381993951951545,-9.381993951951545,-9.381993951951545,-9.381993951951545,-9.381993951951545,-9.381993951951545,0.0,0.0,0.0,154.7759239686786
13,2022-09-30,164.56850595132195,148.5653610745126,162.54894834208602,164.36407065773105,164.81623210212874,-8.627019290999906,-8.627019290999906,-8.627019290999906,-8.627019290999906,-8.627019290999906,-8.627019290999906,0.0,0.0,0.0,155.94148666032206
14,2022-10-31,164.9927802497035,155.59054591483053,169.8123650695731,164.75829345829027,165.26795924166007,-2.474503508703871,-2.474503508703871,-2.474503508703871,-2.474503508703871,-2.474503508703871,-2.474503508703871,0.0,0.0,0.0,162.51827674099962
15,2022-11-30,165.40336828039526,160.59677368589635,173.7505303215437,165.13067064223011,165.70665891417866,1.4467311910713776,1.4467311910713776,1.4467311910713776,1.4467311910713776,1.4467311910713776,1.4467311910713776,0.0,0.0,0.0,166.85009947146662
16,2022-12-31,165.82764257877676,165.41442432613047,179.4705308696846,165.51795103212407,166.158433253971,6.736350835942882,6.736350835942882,6.736350835942882,6.736350835942882,6.736350835942882,6.736350835942882,0.0,0.0,0.0,172.56399341471965
17,2023-01-31,166.2519168771583,159.16457218548445,172.71884441059913,165.87900030156064,166.61890586992442,-0.592384974558951,-0.592384974558951,-0.592384974558951,-0.592384974558951,-0.592384974558951,-0.592384974558951,0.0,0.0,0.0,165.65953190259935
