,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-08-31,174.76188609338698,172.19300747592106,178.8459643716105,174.76188609338698,174.76188609338698,0.7670185509210052,0.7670185509210052,0.7670185509210052,0.7670185509210052,0.7670185509210052,0.7670185509210052,0.0,0.0,0.0,175.52890464430797
1,2021-09-30,175.0879997549185,171.66220425041763,178.11511611544975,175.0879997549185,175.0879997549185,-0.11773274973081696,-0.11773274973081696,-0.11773274973081696,-0.11773274973081696,-0.11773274973081696,-0.11773274973081696,0.0,0.0,0.0,174.9702670051877
2,2021-10-31,175.4249838718345,172.0281179052514,178.40868261775375,175.4249838718345,175.4249838718345,-0.08549387154058788,-0.08549387154058788,-0.08549387154058788,-0.08549387154058788,-0.08549387154058788,-0.08549387154058788,0.0,0.0,0.0,175.33949000029392
3,2021-11-30,175.75109753336613,171.55059611352007,177.898744700083,175.75109753336613,175.75109753336613,-1.0742459338976895,-1.0742459338976895,-1.0742459338976895,-1.0742459338976895,-1.0742459338976895,-1.0742459338976895,0.0,0.0,0.0,174.67685159946845
4,2021-12-31,176.08808165028213,172.2053707309705,178.83947240994988,176.07905921734266,176.09434330041955,-0.3464847425421194,-0.3464847425421194,-0.3464847425421194,-0.3464847425421194,-0.3464847425421194,-0.3464847425421194,0.0,0.0,0.0,175.74159690774002
5,2022-01-31,176.42506576719808,172.61154626658313,179.23067415872484,176.39549606948464,176.44667229439864,-0.47748928350965303,-0.47748928350965303,-0.47748928350965303,-0.47748928350965303,-0.47748928350965303,-0.47748928350965303,0.0,0.0,0.0,175.94757648368844
6,2022-02-28,176.72943851796094,172.66021599592654,179.33378502882624,176.67476525867158,176.7657601842088,-0.8291184435061819,-0.8291184435061819,-0.8291184435061819,-0.8291184435061819,-0.8291184435061819,-0.8291184435061819,0.0,0.0,0.0,175.90032007445475
7,2022-03-31,177.06642263487691,173.9501935984619,180.22637540102892,176.97895471222876,177.1317705574084,0.03072288142827227,0.03072288142827227,0.03072288142827227,0.03072288142827227,0.03072288142827227,0.03072288142827227,0.0,0.0,0.0,177.09714551630518
8,2022-04-30,177.3925362964085,173.99034679270588,180.49601834048852,177.2649355260948,177.48746364639,-0.21245438351837156,-0.21245438351837156,-0.21245438351837156,-0.21245438351837156,-0.21245438351837156,-0.21245438351837156,0.0,0.0,0.0,177.18008191289013
9,2022-05-31,177.7295204133245,174.95678823105914,181.28029803274606,177.56590225953653,177.8483250259039,0.40620935795954966,0.40620935795954966,0.40620935795954966,0.40620935795954966,0.40620935795954966,0.40620935795954966,0.0,0.0,0.0,178.13572977128405
10,2022-06-30,178.0556340748561,175.428664270118,181.93187772998868,177.84848345130783,178.21519317600004,0.5865866014801219,0.5865866014801219,0.5865866014801219,0.5865866014801219,0.5865866014801219,0.5865866014801219,0.0,0.0,0.0,178.64222067633622
11,2022-07-31,178.3926181917721,175.49319275725986,182.20267707678994,178.14143190332354,178.6030267818856,0.4227309890036412,0.4227309890036412,0.4227309890036412,0.4227309890036412,0.4227309890036412,0.4227309890036412,0.0,0.0,0.0,178.81534918077574
12,2022-08-31,178.72960230868807,176.35987134665385,182.7949668445965,178.42719509842183,178.96746349846535,0.8812453066437042,0.8812453066437042,0.8812453066437042,0.8812453066437042,0.8812453066437042,0.8812453066437042,0.0,0.0,0.0,179.61084761533178
13,2022-09-30,179.05571597021967,175.64747757484938,182.41552155157777,178.70706526463823,179.34436531106533,-0.083354761235948,-0.083354761235948,-0.083354761235948,-0.083354761235948,-0.083354761235948,-0.083354761235948,0.0,0.0,0.0,178.97236120898373
14,2022-10-31,179.39270008713567,175.98886961052796,182.51412848219002,179.0046971709727,179.73227100556795,-0.0739548914061264,-0.0739548914061264,-0.0739548914061264,-0.0739548914061264,-0.0739548914061264,-0.0739548914061264,0.0,0.0,0.0,179.31874519572955
15,2022-11-30,179.71881374866726,175.2023399029414,181.67486482625046,179.28546999047754,180.11946047975505,-1.1922941324445853,-1.1922941324445853,-1.1922941324445853,-1.1922941324445853,-1.1922941324445853,-1.1922941324445853,0.0,0.0,0.0,178.52651961622269
16,2022-12-31,180.05579786558326,176.2876551446502,183.22169744462124,179.56838012563392,180.51023173240608,-0.3039515875695338,-0.3039515875695338,-0.3039515875695338,-0.3039515875695338,-0.3039515875695338,-0.3039515875695338,0.0,0.0,0.0,179.75184627801372
17,2023-01-31,180.39278198249926,176.97715449659128,183.52970359223866,179.82498750162785,180.89467204433566,-0.4469414966184026,-0.4469414966184026,-0.4469414966184026,-0.4469414966184026,-0.4469414966184026,-0.4469414966184026,0.0,0.0,0.0,179.94584048588086
