REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2019-08-01,152.6602783203125,133.1945037841797,144.71083068847656,155.66384887695312,150.38983154296875,139.53121948242188,169.22909545898438,138.4794921875,149.00502014160156
2019-09-01,150.80523681640625,132.20254516601562,142.53387451171875,155.65557861328125,149.2569580078125,135.55807495117188,168.55044555664062,138.09837341308594,141.74639892578125
2019-10-01,152.44338989257812,131.73902893066406,142.41842651367188,156.27044677734375,148.2205352783203,134.32321166992188,168.18441772460938,137.17877197265625,139.37176513671875
2019-11-01,151.75914001464844,133.53076171875,143.27345275878906,156.4713592529297,148.52880859375,135.77427673339844,168.16677856445312,137.08856201171875,145.58349609375
2019-12-01,152.3955535888672,132.44366455078125,142.49386596679688,157.0192108154297,149.3465576171875,136.61685180664062,170.51235961914062,136.10003662109375,149.14224243164062
2020-01-01,150.8126220703125,132.12368774414062,145.44961547851562,157.29742431640625,150.37710571289062,138.82928466796875,168.69985961914062,137.20724487304688,150.99618530273438
2020-02-01,152.12014770507812,132.30191040039062,145.93753051757812,158.00335693359375,150.69583129882812,137.50885009765625,169.35487365722656,138.47930908203125,149.96969604492188
2020-03-01,151.64950561523438,133.44009399414062,145.6696014404297,158.415283203125,150.97755432128906,137.33285522460938,170.59133911132812,137.2534942626953,150.45108032226562
2020-04-01,152.00601196289062,132.66453552246094,145.5404815673828,158.16204833984375,150.1707763671875,138.17440795898438,169.16903686523438,137.74014282226562,152.22393798828125
2020-05-01,150.89260864257812,133.3662872314453,146.1075439453125,158.46978759765625,151.13775634765625,141.36300659179688,170.90328979492188,137.5702362060547,151.99928283691406
2020-06-01,151.41580200195312,133.10931396484375,146.73089599609375,159.21356201171875,150.8293914794922,143.28587341308594,170.4519500732422,136.8204345703125,153.91357421875
2020-07-01,151.24363708496094,131.63351440429688,146.83309936523438,161.32901000976562,151.26119995117188,144.67955017089844,171.86077880859375,137.836669921875,150.74061584472656
2020-08-01,151.4961700439453,132.490966796875,147.08523559570312,160.6884765625,150.85772705078125,143.32064819335938,171.9310302734375,137.91506958007812,143.74716186523438
2020-09-01,149.973388671875,132.534423828125,145.2421875,161.25555419921875,150.07546997070312,139.03790283203125,171.3534698486328,136.72634887695312,137.23263549804688
2020-10-01,151.25167846679688,133.00123596191406,147.0059356689453,161.0672607421875,150.01034545898438,137.3023223876953,169.96307373046875,137.15040588378906,138.58395385742188
2020-11-01,150.32366943359375,133.14996337890625,146.87025451660156,161.42478942871094,151.49642944335938,138.34158325195312,171.11903381347656,137.14894104003906,148.416015625
2020-12-01,151.3616943359375,133.32583618164062,146.213134765625,161.59588623046875,150.8746795654297,139.07949829101562,170.71194458007812,136.2669677734375,151.45074462890625
2021-01-01,150.31236267089844,134.00595092773438,147.31756591796875,162.55438232421875,152.93447875976562,141.26028442382812,168.55589294433594,138.20623779296875,156.07769775390625
