REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2017-08-01,153.64524841308594,132.5350799560547,134.6422119140625,144.45660400390625,145.48089599609375,139.4636688232422,164.50106811523438,133.88414001464844,133.10794067382812
2017-09-01,150.8309326171875,133.96563720703125,133.77740478515625,145.06588745117188,144.98838806152344,137.78927612304688,165.27000427246094,133.86114501953125,124.68651580810547
2017-10-01,151.620361328125,134.46986389160156,137.21505737304688,145.8143310546875,144.91041564941406,138.1771240234375,166.06997680664062,133.4757080078125,126.11589050292969
2017-11-01,153.29562377929688,133.50027465820312,137.3856964111328,145.1036834716797,146.81887817382812,138.58401489257812,167.58187866210938,133.71316528320312,135.4274139404297
2017-12-01,153.94915771484375,132.1412353515625,136.00592041015625,145.76934814453125,146.7510986328125,141.77767944335938,168.01541137695312,133.73007202148438,139.48411560058594
2018-01-01,153.55889892578125,132.928466796875,135.1004638671875,146.19808959960938,147.85092163085938,146.5580596923828,169.55340576171875,135.0350341796875,141.42449951171875
2018-02-01,153.76834106445312,134.40298461914062,136.2550048828125,145.83468627929688,148.15065002441406,145.73031616210938,172.26083374023438,135.56015014648438,142.397705078125
2018-03-01,155.02720642089844,135.58993530273438,135.71644592285156,147.9871826171875,148.64895629882812,144.35072326660156,173.6064453125,136.08331298828125,140.3771514892578
2018-04-01,153.82545471191406,133.45413208007812,133.98428344726562,146.27304077148438,148.95693969726562,143.33811950683594,174.95166015625,136.24456787109375,138.394287109375
2018-05-01,154.91311645507812,134.10850524902344,136.61944580078125,146.65267944335938,149.09622192382812,148.52145385742188,176.38787841796875,136.005859375,139.50979614257812
2018-06-01,155.41342163085938,134.08729553222656,138.70306396484375,146.6558837890625,149.276611328125,146.53346252441406,177.8857421875,136.00299072265625,142.43084716796875
2018-07-01,153.66136169433594,132.73410034179688,138.11904907226562,146.968994140625,149.99266052246094,145.90347290039062,177.92752075195312,135.52645874023438,141.19332885742188
2018-08-01,152.77999877929688,134.40155029296875,138.6656494140625,147.54568481445312,149.94076538085938,146.1175079345703,179.35174560546875,136.86924743652344,135.04812622070312
2018-09-01,150.61688232421875,133.5911865234375,137.63665771484375,148.32432556152344,148.820068359375,142.6799774169922,178.42047119140625,136.7587127685547,127.61795806884766
2018-10-01,152.32562255859375,133.31478881835938,137.0470428466797,148.35208129882812,148.8494873046875,142.96487426757812,178.9703826904297,136.41661071777344,127.93185424804688
2018-11-01,152.68719482421875,131.89073181152344,135.8131866455078,148.01657104492188,149.68795776367188,144.09898376464844,179.31149291992188,136.33132934570312,137.7021484375
2018-12-01,152.63156127929688,133.24365234375,136.2371826171875,148.13555908203125,151.4709014892578,144.70936584472656,178.1016387939453,136.53500366210938,139.6982421875
2019-01-01,151.8140106201172,133.1276397705078,138.7930450439453,149.353515625,151.7305450439453,147.55877685546875,179.17620849609375,137.10150146484375,144.64569091796875
