REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2020-08-01,147.97021484375,134.4954376220703,149.36859130859375,166.74044799804688,152.4272003173828,143.0538330078125,171.21873474121094,134.97201538085938,149.72372436523438
2020-09-01,148.93551635742188,135.20870971679688,151.37466430664062,166.25511169433594,151.91041564941406,139.25668334960938,171.98358154296875,135.722900390625,142.04104614257812
2020-10-01,148.116455078125,135.73318481445312,148.44940185546875,166.72244262695312,151.7023468017578,137.59056091308594,172.25546264648438,135.15843200683594,142.267333984375
2020-11-01,149.1497344970703,133.98471069335938,150.13702392578125,167.78077697753906,151.57174682617188,139.09649658203125,171.32919311523438,134.66331481933594,149.64678955078125
2020-12-01,148.3560791015625,135.72348022460938,149.8636474609375,167.6717071533203,152.03509521484375,142.5398406982422,171.2974853515625,133.93406677246094,152.42422485351562
2021-01-01,147.0259552001953,135.83071899414062,151.1987762451172,168.5174102783203,153.29351806640625,143.2528076171875,170.6820068359375,137.02911376953125,156.57476806640625
2021-02-01,146.57679748535156,136.4181671142578,151.90878295898438,169.1020965576172,153.90451049804688,143.17752075195312,171.94407653808594,136.8238525390625,156.49172973632812
2021-03-01,146.79290771484375,137.99734497070312,152.2721710205078,168.56590270996094,154.1873321533203,141.29428100585938,172.94992065429688,136.5066680908203,155.61447143554688
2021-04-01,146.2808837890625,136.26651000976562,153.20022583007812,169.3622589111328,153.22927856445312,141.03794860839844,171.1446533203125,136.34458923339844,156.06886291503906
2021-05-01,148.00645446777344,136.81503295898438,153.17608642578125,169.85862731933594,153.51918029785156,143.135986328125,172.25668334960938,136.93524169921875,155.83428955078125
2021-06-01,145.729736328125,137.48605346679688,153.88052368164062,170.77035522460938,153.9542694091797,145.84811401367188,173.9215087890625,135.67758178710938,158.33013916015625
2021-07-01,148.6005401611328,137.9189453125,152.87228393554688,170.48435974121094,153.6140594482422,145.49761962890625,175.06541442871094,135.39027404785156,154.74778747558594
2021-08-01,147.0587158203125,139.73910522460938,154.5003662109375,170.75839233398438,154.2208251953125,143.61602783203125,174.3035888671875,135.81472778320312,147.95428466796875
2021-09-01,146.8473663330078,137.6829833984375,154.0692138671875,171.2885284423828,152.6576385498047,138.451171875,176.06112670898438,135.82632446289062,141.32958984375
