REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2020-08-01,154.57333374023438,136.131103515625,148.07574462890625,160.49740600585938,153.262451171875,140.96697998046875,172.1717529296875,137.63589477539062,146.14675903320312
2020-09-01,153.8784637451172,134.96487426757812,147.53756713867188,160.6185302734375,152.26876831054688,136.91220092773438,172.9559326171875,137.9990234375,139.86233520507812
2020-10-01,155.42337036132812,135.2947998046875,146.96038818359375,160.8858642578125,151.55584716796875,136.6326141357422,172.02186584472656,137.99325561523438,140.21055603027344
2020-11-01,154.31521606445312,134.69796752929688,149.25791931152344,161.1824951171875,152.48985290527344,139.43325805664062,172.31478881835938,137.74661254882812,147.8222198486328
2020-12-01,156.3970184326172,135.62396240234375,149.21759033203125,162.15069580078125,153.14105224609375,141.795166015625,173.52249145507812,136.3486785888672,148.50155639648438
2021-01-01,153.4007110595703,137.08270263671875,147.30673217773438,162.77169799804688,153.71241760253906,142.18463134765625,173.64175415039062,138.33761596679688,154.0755615234375
2021-02-01,154.992431640625,137.53079223632812,148.56483459472656,162.19284057617188,153.31228637695312,140.16384887695312,172.45033264160156,138.79019165039062,153.02284240722656
2021-03-01,154.167236328125,136.4932861328125,151.64456176757812,163.30538940429688,154.07925415039062,140.1304168701172,174.92514038085938,138.37106323242188,152.78500366210938
2021-04-01,153.73480224609375,136.7897186279297,151.43643188476562,163.7276611328125,154.36532592773438,140.5255126953125,172.8430938720703,138.92996215820312,154.7037353515625
2021-05-01,152.6970977783203,137.1822509765625,151.1485595703125,163.55123901367188,153.90509033203125,142.05496215820312,174.67294311523438,139.39199829101562,155.45016479492188
2021-06-01,153.25045776367188,136.43533325195312,150.2049560546875,164.38528442382812,154.86663818359375,143.04183959960938,176.19090270996094,138.57342529296875,157.20730590820312
2021-07-01,153.97879028320312,136.59323120117188,152.35543823242188,165.19252014160156,154.6546630859375,143.45538330078125,174.79989624023438,138.64508056640625,154.25173950195312
2021-08-01,153.16506958007812,136.6893310546875,152.8526611328125,165.2132568359375,154.43157958984375,140.76463317871094,175.64849853515625,139.2476043701172,146.46644592285156
2021-09-01,151.69422912597656,136.0208740234375,150.7608642578125,165.06570434570312,154.1239776611328,137.6637420654297,175.8589324951172,138.12252807617188,142.32550048828125
