REF_DATE,Bakery and cereal products (excluding baby food),Vegetables and vegetable preparations,Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages
2018-08-01,139.47384643554688,140.97305297851562,139.9724884033203,140.37356567382812,140.32904052734375,140.2830047607422,139.89459228515625,139.73468017578125,139.6341552734375
2018-09-01,133.0873565673828,133.4937744140625,134.17788696289062,133.95053100585938,133.50306701660156,134.3137664794922,133.88430786132812,133.38888549804688,133.44961547851562
2018-10-01,132.39666748046875,134.04449462890625,133.52224731445312,133.44400024414062,132.75743103027344,132.93202209472656,132.90701293945312,133.05186462402344,132.7789306640625
2018-11-01,139.83474731445312,140.6747589111328,140.6875,141.1361083984375,140.82566833496094,140.5924072265625,140.3809814453125,140.05996704101562,140.13888549804688
2018-12-01,143.17230224609375,143.85855102539062,143.73793029785156,143.770751953125,143.59815979003906,143.38621520996094,144.23294067382812,143.52890014648438,143.26026916503906
2019-01-01,148.56930541992188,149.15362548828125,148.95196533203125,149.07769775390625,149.08505249023438,148.95166015625,149.05419921875,148.76559448242188,148.60972595214844
2019-02-01,149.92361450195312,150.95022583007812,150.87649536132812,150.113525390625,150.0493621826172,150.97064208984375,150.53399658203125,150.7525634765625,150.04656982421875
2019-03-01,151.29367065429688,152.16140747070312,151.59133911132812,151.52609252929688,150.90054321289062,152.14483642578125,151.6738739013672,152.0666961669922,151.50146484375
2019-04-01,149.76968383789062,150.10845947265625,149.89785766601562,150.43267822265625,149.48681640625,150.21224975585938,150.79336547851562,150.69444274902344,149.3269805908203
2019-05-01,151.5064697265625,151.785400390625,152.06646728515625,152.2966766357422,151.39276123046875,151.522216796875,151.34393310546875,151.7950439453125,150.98321533203125
2019-06-01,155.438232421875,154.88479614257812,154.813232421875,155.2287139892578,154.7230224609375,155.4189453125,154.8092041015625,154.7784881591797,154.98214721679688
2019-07-01,153.62960815429688,154.058349609375,153.9940185546875,154.07662963867188,153.60137939453125,153.833740234375,154.05374145507812,154.26666259765625,153.36033630371094
2019-08-01,143.8716278076172,144.27444458007812,144.3915252685547,144.24346923828125,143.67950439453125,143.92098999023438,144.1601104736328,144.05886840820312,143.38970947265625
2019-09-01,135.37417602539062,135.8603057861328,135.42323303222656,135.48431396484375,135.80474853515625,135.0346221923828,135.53378295898438,136.18182373046875,135.47079467773438
2019-10-01,135.44854736328125,135.507080078125,134.62864685058594,135.53799438476562,135.02301025390625,134.90391540527344,135.30654907226562,135.39041137695312,135.21560668945312
2019-11-01,144.07904052734375,144.07211303710938,143.81784057617188,144.12271118164062,144.3692626953125,144.26258850097656,144.3502960205078,145.12109375,144.50576782226562
2019-12-01,147.98915100097656,148.07052612304688,148.29815673828125,148.05702209472656,147.96170043945312,147.63595581054688,148.31109619140625,148.36126708984375,148.0892333984375
2020-01-01,153.74179077148438,153.9498291015625,153.35113525390625,153.62112426757812,153.87445068359375,153.27230834960938,153.99977111816406,153.8182830810547,153.58392333984375
