REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2018-08-01,153.54656982421875,133.4517059326172,142.0750274658203,151.87484741210938,142.51654052734375,141.1719970703125,165.7117156982422,135.43582153320312,136.90103149414062
2018-09-01,153.0936279296875,134.54107666015625,141.41104125976562,151.4580078125,143.13626098632812,138.72021484375,167.02694702148438,133.85215759277344,131.77822875976562
2018-10-01,152.42379760742188,133.248291015625,140.80020141601562,152.24468994140625,143.80563354492188,137.7606658935547,168.1320037841797,134.69322204589844,131.64096069335938
2018-11-01,153.68914794921875,132.56683349609375,140.4962158203125,153.19090270996094,144.4039306640625,140.83016967773438,170.96136474609375,134.4827880859375,138.69696044921875
2018-12-01,152.81797790527344,132.9134063720703,140.81402587890625,153.11181640625,145.32907104492188,144.94512939453125,171.31613159179688,133.0584716796875,141.7929229736328
2019-01-01,154.2073974609375,133.39227294921875,141.21939086914062,153.86294555664062,146.92959594726562,148.29464721679688,172.98583984375,135.94680786132812,144.4520263671875
2019-02-01,154.19358825683594,134.1180419921875,141.3280487060547,153.59735107421875,147.01609802246094,147.44085693359375,175.52236938476562,134.66920471191406,145.35223388671875
2019-03-01,152.74041748046875,133.98182678222656,141.61712646484375,154.33914184570312,148.3153839111328,146.84754943847656,176.6754150390625,135.93856811523438,146.73873901367188
2019-04-01,153.7333984375,133.64437866210938,142.91775512695312,155.33953857421875,147.49346923828125,144.9521484375,177.33941650390625,135.976318359375,146.6212158203125
2019-05-01,154.4500732421875,133.35145568847656,144.46437072753906,154.91812133789062,147.39938354492188,147.64895629882812,178.03138732910156,136.52264404296875,148.1514434814453
2019-06-01,154.78724670410156,133.4237823486328,146.22488403320312,155.8117218017578,148.95413208007812,149.15988159179688,181.24612426757812,136.2137451171875,148.58480834960938
2019-07-01,154.44418334960938,133.4283447265625,145.953857421875,156.48541259765625,148.40870666503906,150.35800170898438,180.890625,136.97857666015625,147.37826538085938
2019-08-01,155.48675537109375,132.3523712158203,145.97579956054688,157.31121826171875,147.368896484375,148.07936096191406,181.39170837402344,137.10789489746094,139.99545288085938
2019-09-01,154.14859008789062,132.8721466064453,146.69557189941406,158.18312072753906,148.011474609375,146.73019409179688,180.88040161132812,137.289306640625,133.8446044921875
2019-10-01,155.95672607421875,132.19549560546875,144.76596069335938,157.96778869628906,148.37908935546875,143.88209533691406,182.02354431152344,136.0667724609375,135.12628173828125
2019-11-01,155.26559448242188,131.74200439453125,146.55615234375,158.39926147460938,148.42604064941406,147.88499450683594,183.34567260742188,136.7320098876953,144.6950225830078
2019-12-01,154.30984497070312,132.3566436767578,144.37881469726562,159.057373046875,148.65684509277344,149.896484375,184.5139617919922,136.02667236328125,149.00933837890625
2020-01-01,153.10813903808594,131.71133422851562,146.02395629882812,158.97018432617188,149.0084228515625,151.18943786621094,184.45748901367188,137.94139099121094,155.90872192382812
