REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2018-08-01,153.17074584960938,134.84304809570312,141.6146697998047,151.41549682617188,146.83688354492188,141.49130249023438,166.85409545898438,136.59130859375,139.3992462158203
2018-09-01,153.18865966796875,134.58180236816406,140.2847900390625,152.61326599121094,145.08987426757812,137.87417602539062,167.29739379882812,136.11978149414062,133.1324920654297
2018-10-01,155.03807067871094,134.40530395507812,139.7379150390625,152.71458435058594,146.79476928710938,135.7248992919922,166.33309936523438,135.99195861816406,132.8024139404297
2018-11-01,155.120361328125,132.94601440429688,141.03414916992188,153.08670043945312,146.95175170898438,137.948486328125,167.59368896484375,136.5336151123047,139.07275390625
2018-12-01,155.56088256835938,133.8457489013672,140.10293579101562,154.15768432617188,147.17071533203125,140.98756408691406,168.43942260742188,135.53497314453125,140.7041015625
2019-01-01,155.69078063964844,134.6324005126953,142.32867431640625,154.9014892578125,147.80215454101562,143.26385498046875,169.521728515625,137.33750915527344,144.42611694335938
2019-02-01,156.33416748046875,134.94662475585938,142.78158569335938,154.95335388183594,148.9093017578125,141.7654571533203,171.0309295654297,137.3142852783203,144.66265869140625
2019-03-01,154.50082397460938,134.84014892578125,143.95562744140625,155.61099243164062,147.54779052734375,141.12103271484375,171.53042602539062,137.15701293945312,146.41067504882812
2019-04-01,156.67144775390625,134.66529846191406,144.97804260253906,155.7418670654297,147.53414916992188,140.70338439941406,172.596435546875,136.70716857910156,146.9500732421875
2019-05-01,155.64695739746094,134.9652862548828,146.0992431640625,156.21957397460938,148.68179321289062,144.56951904296875,173.32379150390625,136.98782348632812,148.92799377441406
2019-06-01,157.01898193359375,134.41021728515625,147.70359802246094,157.49868774414062,149.96170043945312,146.027587890625,174.95458984375,136.30996704101562,150.95359802246094
2019-07-01,156.832275390625,134.05873107910156,147.41366577148438,157.37197875976562,149.69671630859375,147.99188232421875,175.8438720703125,136.74278259277344,149.50015258789062
2019-08-01,156.515869140625,134.93887329101562,148.28411865234375,157.87123107910156,150.16082763671875,146.12576293945312,175.73715209960938,137.90771484375,141.645751953125
2019-09-01,155.81687927246094,134.68528747558594,149.02357482910156,157.52651977539062,149.62054443359375,142.56298828125,175.9844970703125,137.11761474609375,135.24761962890625
2019-10-01,156.7262725830078,134.3437957763672,147.13406372070312,158.9581756591797,149.56231689453125,140.50994873046875,175.96273803710938,137.0274658203125,134.66748046875
2019-11-01,158.02267456054688,134.47683715820312,147.73379516601562,159.2678985595703,148.84982299804688,143.26625061035156,175.81741333007812,136.8565216064453,142.61480712890625
2019-12-01,157.68609619140625,133.91587829589844,146.95387268066406,160.57635498046875,150.0521240234375,146.06375122070312,177.80587768554688,135.99740600585938,146.0078582763672
2020-01-01,157.2177734375,134.25738525390625,148.38729858398438,160.02236938476562,152.28094482421875,148.69386291503906,178.30177307128906,137.9382781982422,151.8275146484375
