REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2017-08-01,153.20240783691406,134.80865478515625,134.55508422851562,144.77330017089844,146.3957977294922,139.02847290039062,164.45481872558594,134.16307067871094,131.2397003173828
2017-09-01,152.33404541015625,134.0726318359375,134.23902893066406,145.04327392578125,144.79498291015625,136.9559326171875,164.26856994628906,133.9765625,124.36688232421875
2017-10-01,152.31268310546875,134.21591186523438,133.60092163085938,145.86703491210938,144.6541290283203,136.80502319335938,168.00811767578125,134.15826416015625,125.13665008544922
2017-11-01,153.17141723632812,135.3485870361328,134.076416015625,145.06448364257812,144.80026245117188,138.9183349609375,167.33375549316406,133.26370239257812,133.24960327148438
2017-12-01,154.41412353515625,134.42620849609375,133.35211181640625,145.6806182861328,145.11050415039062,141.04489135742188,168.6025390625,133.56655883789062,136.72015380859375
2018-01-01,153.80206298828125,134.59906005859375,134.4419403076172,146.5591278076172,146.97402954101562,143.27777099609375,169.57421875,135.36309814453125,139.87718200683594
2018-02-01,154.32772827148438,135.04351806640625,133.77871704101562,145.67373657226562,148.23703002929688,142.82144165039062,170.16043090820312,135.67286682128906,139.932861328125
2018-03-01,155.77227783203125,134.74368286132812,134.75747680664062,146.07958984375,147.96859741210938,141.359130859375,172.42703247070312,135.72817993164062,139.2169647216797
2018-04-01,156.73394775390625,134.173095703125,134.08181762695312,146.45205688476562,149.17593383789062,140.98394775390625,174.15643310546875,135.93223571777344,136.9417266845703
2018-05-01,156.971435546875,135.06256103515625,136.20689392089844,146.22438049316406,147.77334594726562,144.1254119873047,176.03030395507812,136.0498046875,138.4620361328125
2018-06-01,157.05267333984375,135.12692260742188,136.69049072265625,146.8372802734375,149.07369995117188,143.97384643554688,174.80569458007812,135.6385040283203,141.01284790039062
2018-07-01,154.62738037109375,134.52902221679688,136.6064453125,146.8621826171875,148.40357971191406,144.65155029296875,178.04510498046875,135.44236755371094,138.45010375976562
2018-08-01,155.6688232421875,134.51248168945312,136.5569610595703,146.56765747070312,148.2926025390625,142.90277099609375,176.15582275390625,136.44277954101562,132.77658081054688
2018-09-01,157.23216247558594,134.6125030517578,137.25157165527344,147.16635131835938,147.58303833007812,140.49526977539062,178.21026611328125,136.14068603515625,127.48005676269531
2018-10-01,156.1771240234375,133.92904663085938,136.65536499023438,146.89678955078125,147.682861328125,139.18942260742188,176.51585388183594,136.32505798339844,127.98406982421875
2018-11-01,155.51065063476562,133.87330627441406,136.99972534179688,147.64227294921875,148.27926635742188,141.35906982421875,176.673583984375,136.12965393066406,136.10748291015625
2018-12-01,156.6247100830078,133.90087890625,135.49978637695312,147.21157836914062,148.1331024169922,143.44937133789062,176.81631469726562,135.06906127929688,138.61183166503906
2019-01-01,155.9212646484375,134.14263916015625,135.60623168945312,148.41845703125,149.37643432617188,146.12127685546875,176.4163818359375,137.57232666015625,142.10159301757812
