REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2016-08-01,155.86090087890625,132.74562072753906,129.4933624267578,139.18878173828125,140.02052307128906,127.61070251464844,165.05853271484375,134.5645751953125,124.11005401611328
2016-09-01,154.98426818847656,134.44879150390625,130.19009399414062,140.75759887695312,140.12342834472656,125.85887908935547,163.20233154296875,135.23155212402344,116.44184875488281
2016-10-01,155.97073364257812,133.0333709716797,129.58596801757812,138.3526611328125,140.14764404296875,126.19670867919922,162.46011352539062,134.4774169921875,116.97081756591797
2016-11-01,157.1151580810547,132.71932983398438,126.04032897949219,138.3354034423828,139.1273193359375,127.25809478759766,164.36605834960938,135.04774475097656,123.84993743896484
2016-12-01,156.56884765625,133.61080932617188,128.68386840820312,139.3499755859375,139.86038208007812,129.12664794921875,164.55914306640625,135.0397186279297,125.81108093261719
2017-01-01,158.89654541015625,132.8667449951172,129.68768310546875,138.26547241210938,141.20672607421875,134.73049926757812,165.47348022460938,136.73153686523438,128.73867797851562
2017-02-01,158.83203125,133.17172241210938,130.3503875732422,139.28514099121094,140.44161987304688,132.86721801757812,165.9774169921875,137.42942810058594,127.36341857910156
2017-03-01,159.54405212402344,133.47410583496094,129.42080688476562,137.6763916015625,141.09959411621094,130.36148071289062,167.18655395507812,136.65379333496094,127.03560638427734
2017-04-01,158.52853393554688,132.88719177246094,129.99659729003906,137.77740478515625,139.71835327148438,130.8725128173828,169.73504638671875,138.42198181152344,132.38442993164062
2017-05-01,159.308837890625,132.8683319091797,132.83480834960938,138.9285888671875,139.21485900878906,132.97325134277344,170.83218383789062,138.02777099609375,134.53005981445312
2017-06-01,160.43402099609375,131.70130920410156,134.01329040527344,138.52999877929688,139.85205078125,131.02496337890625,172.6610870361328,137.60581970214844,137.61402893066406
2017-07-01,159.11917114257812,133.39682006835938,132.610595703125,138.08139038085938,140.364501953125,130.54864501953125,174.40536499023438,137.69166564941406,131.72276306152344
2017-08-01,160.69940185546875,131.3417510986328,129.9768829345703,136.58468627929688,139.71923828125,128.82952880859375,176.8092041015625,139.5151824951172,126.05111694335938
2017-09-01,160.1448974609375,132.0830078125,130.40032958984375,138.2090606689453,139.75369262695312,126.4485855102539,176.65414428710938,138.6112060546875,123.01964569091797
2017-10-01,161.8011016845703,132.62606811523438,129.35617065429688,138.9859161376953,138.95790100097656,126.89985656738281,176.04876708984375,138.81149291992188,124.5174789428711
2017-11-01,159.949951171875,132.82847595214844,131.1871337890625,138.1536865234375,140.012451171875,130.24339294433594,177.97735595703125,139.39990234375,132.38900756835938
2017-12-01,163.51528930664062,132.1851043701172,131.2908935546875,137.21676635742188,141.749267578125,132.58755493164062,180.26885986328125,137.91017150878906,134.31173706054688
2018-01-01,165.35108947753906,133.58717346191406,132.4486846923828,139.93922424316406,141.49990844726562,135.4267578125,178.24342346191406,140.59178161621094,137.96726989746094
