REF_DATE,Bakery and cereal products (excluding baby food),Dairy products and eggs,"Fish, seafood and other marine products",Food purchased from restaurants,Food,"Fruit, fruit preparations and nuts",Meat,Other food products and non-alcoholic beverages,Vegetables and vegetable preparations
2020-08-01,158.84933471679688,140.09765625,146.51490783691406,166.86819458007812,151.8121337890625,139.93946838378906,165.31576538085938,141.678955078125,138.14276123046875
2020-09-01,158.691650390625,135.78121948242188,152.1878662109375,165.97003173828125,145.0579376220703,142.07598876953125,169.92727661132812,137.1043243408203,139.01309204101562
2020-10-01,154.89437866210938,135.02938842773438,147.89871215820312,161.6126251220703,148.97442626953125,146.61001586914062,168.9218292236328,134.2025146484375,150.3597869873047
2020-11-01,153.37339782714844,136.3853759765625,149.66775512695312,164.99118041992188,149.29873657226562,153.07119750976562,169.19650268554688,137.83203125,164.28854370117188
2020-12-01,155.26559448242188,134.72091674804688,151.18112182617188,165.11317443847656,148.9598388671875,149.32627868652344,164.03262329101562,135.00875854492188,160.4683837890625
2021-01-01,147.1422119140625,133.3822479248047,153.957275390625,166.42852783203125,151.53915405273438,146.7860107421875,159.99301147460938,142.97381591796875,155.68923950195312
2021-02-01,154.93438720703125,132.6307830810547,150.63185119628906,160.03945922851562,145.76510620117188,140.2023162841797,163.94970703125,138.44369506835938,145.51707458496094
2021-03-01,149.10369873046875,131.66400146484375,148.88172912597656,163.19692993164062,147.75692749023438,134.19915771484375,167.71336364746094,138.62030029296875,138.2944793701172
2021-04-01,157.09909057617188,133.56292724609375,148.650634765625,161.33950805664062,144.88961791992188,128.46365356445312,168.71730041503906,134.78475952148438,135.53005981445312
2021-05-01,150.23175048828125,128.89366149902344,148.31399536132812,164.14013671875,145.9744110107422,125.81373596191406,167.69671630859375,131.276123046875,150.6600341796875
2021-06-01,150.1980438232422,131.7843780517578,142.5306396484375,162.63075256347656,141.8771514892578,131.31625366210938,169.91378784179688,136.1322021484375,152.02352905273438
2021-07-01,154.30616760253906,125.91455841064453,147.5421905517578,166.55628967285156,149.4279327392578,132.38217163085938,169.52830505371094,133.51174926757812,151.76495361328125
2021-08-01,151.78973388671875,128.19285583496094,148.95687866210938,169.51651000976562,143.8109893798828,132.9130859375,168.2247314453125,135.87432861328125,131.278076171875
2021-09-01,147.89019775390625,124.28175354003906,148.64320373535156,162.54620361328125,141.21714782714844,123.21527862548828,163.4522705078125,133.0505828857422,121.47916412353516
